phase,bar_sequence,is_winner,avg_value,trade_count
ramp_up,0,False,0.1503736092396535,1039
ramp_up,0,True,0.16723931545741325,951
ramp_up,1,False,0.15372936826923078,1040
ramp_up,1,True,0.16558489695057835,951
ramp_up,2,False,0.1590963967339097,1041
ramp_up,2,True,0.1665931072555205,951
ramp_up,3,False,0.16237875792507206,1041
ramp_up,3,True,0.16889487592008412,951
ramp_up,4,False,0.16722801921229588,1041
ramp_up,4,True,0.17162430809674029,951
ramp_up,5,False,0.17045839749759384,1039
ramp_up,5,True,0.17595873501577286,951
ramp_up,6,False,0.17360197694524496,1041
ramp_up,6,True,0.17925456256572028,951
ramp_up,7,False,0.1772265158501441,1041
ramp_up,7,True,0.1824380389064143,951
ramp_up,8,False,0.17641184023099135,1039
ramp_up,8,True,0.18558947844374343,951
ramp_up,9,False,0.17700022329162657,1039
ramp_up,9,True,0.18797474342797055,951
ramp_up,10,False,0.17743443888354188,1039
ramp_up,10,True,0.18718441306638567,949
ramp_up,11,False,0.17829834293948127,1041
ramp_up,11,True,0.18649114556962026,948
ramp_up,12,False,0.17722671279620852,1055
ramp_up,12,True,0.18461823709167544,949
ramp_up,13,False,0.17675832098765432,1053
ramp_up,13,True,0.1835850737618546,949
ramp_up,14,False,0.17900499050332383,1053
ramp_up,14,True,0.18695152897787146,949
ramp_up,15,False,0.18219994766888678,1051
ramp_up,15,True,0.19397129820864067,949
ramp_up,16,False,0.18510150428163655,1051
ramp_up,16,True,0.2052689505263158,950
ramp_up,17,False,0.18665340437678402,1051
ramp_up,17,True,0.21153540421052633,950
ramp_up,18,False,0.18682720630372493,1047
ramp_up,18,True,0.2171554494736842,950
ramp_up,19,False,0.18562766985645934,1045
ramp_up,19,True,0.22054434105263157,950
ramp_up,20,False,0.1863481946308725,1043
ramp_up,20,True,0.22117439409905162,949
ramp_up,21,False,0.18459743528283798,1043
ramp_up,21,True,0.22163406006322445,949
ramp_up,22,False,0.1838578366954851,1041
ramp_up,22,True,0.21993640463645944,949
ramp_up,23,False,0.18217236695485112,1041
ramp_up,23,True,0.21637957744994732,949
ramp_up,24,False,0.1828291911623439,1041
ramp_up,24,True,0.2122357439409905,949
post_trade,0,False,0.18521764589235126,1059
post_trade,0,True,0.21274294769874477,956
post_trade,1,False,0.18517852502360718,1059
post_trade,1,True,0.209434546875,960
post_trade,2,False,0.18205137865911236,1059
post_trade,2,True,0.207272578125,960
post_trade,3,False,0.17750447214353163,1059
post_trade,3,True,0.209353378125,960
post_trade,4,False,0.17584379603399433,1059
post_trade,4,True,0.21189503333333334,960
post_trade,5,False,0.17770902266288952,1059
post_trade,5,True,0.21424305208333333,960
post_trade,6,False,0.17939395561850802,1059
post_trade,6,True,0.22023462395833332,960
post_trade,7,False,0.18487386307837583,1059
post_trade,7,True,0.22779550416666666,960
post_trade,8,False,0.1896344985835694,1059
post_trade,8,True,0.23556658541666667,960
post_trade,9,False,0.1953530821529745,1059
post_trade,9,True,0.23814046041666667,960
post_trade,10,False,0.19942360245514637,1059
post_trade,10,True,0.234334740625,960
post_trade,11,False,0.20121176676109537,1059
post_trade,11,True,0.23107213854166667,960
post_trade,12,False,0.2006611879131256,1059
post_trade,12,True,0.225409828125,960
post_trade,13,False,0.19846628139754485,1059
post_trade,13,True,0.21960160104166668,960
post_trade,14,False,0.1948460878186969,1059
post_trade,14,True,0.21632383125,960
post_trade,15,False,0.1925892804532578,1059
post_trade,15,True,0.21331903854166667,960
post_trade,16,False,0.19034567894239848,1059
post_trade,16,True,0.20885373125,960
post_trade,17,False,0.1885322728989613,1059
post_trade,17,True,0.20539488333333333,960
post_trade,18,False,0.18755315014164306,1059
post_trade,18,True,0.20239096979166665,960
post_trade,19,False,0.1847359877242682,1059
post_trade,19,True,0.20054878333333334,960
post_trade,20,False,0.17966893956562796,1059
post_trade,20,True,0.19714785208333332,960
post_trade,21,False,0.17251065155807366,1059
post_trade,21,True,0.19376780416666667,960
post_trade,22,False,0.16613225023607175,1059
post_trade,22,True,0.193214128125,960
post_trade,23,False,0.16420578847969783,1059
post_trade,23,True,0.19256673854166667,960
post_trade,24,False,0.16300133333333333,1059
post_trade,24,True,0.19237654791666667,960
