bar_sequence,is_winner,avg_candle_range,avg_vol_delta,avg_vol_roc,avg_sma_spread,avg_cvd_slope,trade_count
0,False,0.21036457884796977,2705.2862134088764,57.90539470644851,0.1503736092396535,0.019939953978907,1059
0,True,0.22029996666666668,341.7896666666667,194.87862460567823,0.16723931545741325,0.030789464773922186,960
1,False,0.20961497072710103,-3852.2570538243626,98.72756711538462,0.15372936826923078,0.01904039597315436,1059
1,True,0.21642580416666668,10189.044010416666,148.04289863301787,0.16558489695057835,0.03300859936908517,960
2,False,0.20911047214353162,-3749.8646175637396,48.60656368876081,0.1590963967339097,0.020103410354745926,1059
2,True,0.21788452604166667,21890.959604166666,239.85618643533124,0.1665931072555205,0.031965819137749735,960
3,False,0.21522357412653448,-2450.2813692162417,51.746839385206535,0.16237875792507206,0.0186661677852349,1059
3,True,0.23567544791666667,19968.2555625,108.58597097791798,0.16889487592008412,0.03271734490010515,960
4,False,0.21974198583569404,809.7851274787536,98.77271978866474,0.16722801921229588,0.016760037392138064,1059
4,True,0.22654507916666666,24649.05384375,124.36779884332282,0.17162430809674029,0.034147905362776024,960
5,False,0.2230377275307474,2976.335487228004,175.93005822906642,0.17045839749759384,0.014557895493767977,1057
5,True,0.25526419166666664,27681.169989583334,297.6934186119874,0.17595873501577286,0.03365302306079664,960
6,False,0.22575941911069064,4261.8919016083255,112.13803294908742,0.17360197694524496,0.012972000946073793,1057
6,True,0.2582267375,23561.2825625,238.92793038906413,0.17925456256572028,0.03441358394160584,960
7,False,0.22677173415326396,9029.749517502365,137.52016839577328,0.1772265158501441,0.012567100283822139,1057
7,True,0.25752034375,12496.682770833333,393.88528128286015,0.1824380389064143,0.03557677997914494,960
8,False,0.23414680758293838,7952.113232227488,77.64268402309914,0.17641184023099135,0.008270338388625592,1055
8,True,0.2710565489583333,121.448875,208.85311766561514,0.18558947844374343,0.030812723670490094,960
9,False,0.2263529260663507,13479.867279620854,128.18743301251203,0.17700022329162657,0.007111441706161138,1055
9,True,0.2513893677083333,-8793.866427083334,331.0269519453207,0.18797474342797055,0.02586487069864442,960
10,False,0.22478057535545024,15595.15682464455,81.28491588065448,0.17743443888354188,0.006838264454976303,1055
10,True,0.270028518789144,-12669.954478079331,211.2933570073762,0.18718441306638567,0.02083404488517745,958
11,False,0.2192486578199052,23438.764909952606,40.07182122958694,0.17829834293948127,0.008374154502369668,1055
11,True,0.2605137915789474,-18414.863505263158,542.985643670886,0.18649114556962026,0.019788326315789473,950
12,False,0.2345378691943128,22971.61072985782,161.03079355450237,0.17722671279620852,0.008822309004739336,1055
12,True,0.25014712842105263,-15124.688452631579,320.67974573234983,0.18461823709167544,0.017852464210526317,950
13,False,0.23074816999050332,22106.447122507125,100.732587654321,0.17675832098765432,0.013016451092117758,1053
13,True,0.2543399189473684,-5465.408989473684,146.32527766069546,0.1835850737618546,0.014606270526315789,950
14,False,0.23186688698955366,23362.674491927824,132.57517245963913,0.17900499050332383,0.016186910731244064,1053
14,True,0.2524623084210526,-266.9426842105263,63.484263224446785,0.18695152897787146,0.010556728421052632,950
15,False,0.23940391817316842,18875.73319695528,104.71171826831589,0.18219994766888678,0.019251029495718365,1051
15,True,0.26196340736842105,637.3618631578947,99.90172160168599,0.19397129820864067,0.010081661052631578,950
16,False,0.22913925404376784,13750.103330161752,50.570444338725025,0.18510150428163655,0.01982204186489058,1051
16,True,0.2528517410526316,8312.198115789473,98.45546368421053,0.2052689505263158,0.008025083157894736,950
17,False,0.23291142055185537,16201.313805899144,109.92181845861084,0.18665340437678402,0.020651287345385346,1051
17,True,0.25866290210526316,13914.344294736842,125.2085,0.21153540421052633,0.010081711578947368,950
18,False,0.24583282903533907,18818.900850047754,141.55824460362942,0.18682720630372493,0.022412575931232092,1047
18,True,0.26614646,17061.45505263158,56.8944712631579,0.2171554494736842,0.014386941052631578,950
19,False,0.24665523827751196,11709.232057416268,229.14779598086125,0.18562766985645934,0.024403897607655503,1045
19,True,0.2611104684210526,21980.630557894736,102.71116957894736,0.22054434105263157,0.017740025263157894,950
20,False,0.25887805081495685,14752.10134228188,279.81262396931925,0.1863481946308725,0.023800859060402683,1043
20,True,0.279028133825079,21575.74173867229,178.6974090621707,0.22117439409905162,0.024397741833508957,949
21,False,0.25549724736337487,18519.69078619367,163.40702569511026,0.18459743528283798,0.023899419942473635,1043
21,True,0.28777997049525816,29742.015152792414,136.5884971548999,0.22163406006322445,0.032439428872497365,949
22,False,0.27138498174831893,14262.386013448608,268.95313650336215,0.1838578366954851,0.026394622478386167,1041
22,True,0.2756930853530032,25808.15617492097,191.06193730242362,0.21993640463645944,0.03552605584826133,949
23,False,0.26244173006724303,14688.624572526416,173.5796688760807,0.18217236695485112,0.024252153698366957,1041
23,True,0.29189861538461537,24657.61185458377,188.7616664910432,0.21637957744994732,0.038799121180189675,949
24,False,0.2711330317002882,13673.92367915466,372.04774764649375,0.1828291911623439,0.01952567050912584,1041
24,True,0.29501486195995785,22118.11239199157,220.43899441517388,0.2122357439409905,0.040463423603793465,949
